_boundary,rows,osm_road_length_density_m_per_km2__p50,osm_road_length_density_m_per_km2__p99,osm_road_length_density_m_per_km2__zero_fraction,osm_poi_density_per_km2__p50,osm_poi_density_per_km2__p99,osm_poi_density_per_km2__zero_fraction,osm_building_density_per_km2__p50,osm_building_density_per_km2__p99,osm_building_density_per_km2__zero_fraction,osm_intersection_density_per_km2__p50,osm_intersection_density_per_km2__p99,osm_intersection_density_per_km2__zero_fraction,osm_major_road_density_m_per_km2__p50,osm_major_road_density_m_per_km2__p99,osm_major_road_density_m_per_km2__zero_fraction
false,25353326,3236.301774832449,33219.32978689027,0.09205506212478788,0.0,63.94300613144412,0.9445479066533519,0.0,709.5251979732519,0.8322431147692417,0.0,233.88971708282986,0.6492614026262274,0.0,7030.319085738621,0.8572795932178682
true,210117,3236.9561316159225,35657.10005192165,0.09575141468800716,0.0,65.09916373502526,0.9406473536172704,0.0,723.5527020799553,0.8208283956081611,0.0,263.34069930801223,0.648981281857251,0.0,7434.541973030806,0.8501120804123417
