column,dtype,null_count,null_pct,n_unique,uniqueness_ratio,avg_string_length,max_string_length,taxonomy_name_score,taxonomy_name_reasons,profile_status,accepted,rejection_reason,explicit_override,selected_for_combination
offense,String,0,0.0,9,0.00004388702504486229,12.640492119840836,26,15,offen[sc]e:15,profiled,true,,false,true
