column,dtype,null_count,null_pct,n_unique,uniqueness_ratio,avg_string_length,max_string_length,taxonomy_name_score,taxonomy_name_reasons,profile_status
modus_operandi_mo,String,156315,10.388684266142786,677662,0.5025857510396032,42.44955059921341,399,0,"",profiled
family_offense,String,132683,8.818103153789613,2,1.4577440099476451e-6,5.0,5,15,offen[sc]e:15,profiled
hate_crime,String,1503402,99.91599464598788,3,0.0023734177215189874,2.444620253164557,3,10,crime:10,profiled
hate_crime_description,String,1719,0.11424462305920384,26,0.000017299345885117705,4.053396427152787,39,32,crime:10; description:8; _desc:7; descr:7,profiled
weapon_used,String,1069605,71.0858755364978,37,0.00008504554533732052,11.555632428555995,39,3,weapon:3,profiled
gang_related_offense,String,986830,65.58465466754748,6,0.000011586679952726347,2.3077151839578556,3,15,offen[sc]e:15,profiled
drug_related_istevencident,String,132912,8.83332247821111,7,5.10295577778523e-6,2.1139694143410552,7,0,"",profiled
rms_code,String,0,0.0,1554,0.0010327873428388758,14.977721301604475,17,5,code:5,profiled
criminal_justice_information_service_code,String,1712,0.11377940353540254,782,0.0005203086721217016,7.999115741399937,8,5,code:5,profiled
penal_code,String,1712,0.11377940353540254,743,0.0004943597741514378,11.86534384951236,28,5,code:5,profiled
ucr_offense_name,String,1098117,72.98078111687245,54,0.0001328253174894047,12.570885674297562,25,15,offen[sc]e:15,profiled
ucr_offense_description,String,1098116,72.98071465694048,46,0.00011314721436477678,13.096278440536219,28,37,offen[sc]e:15; description:8; _desc:7; descr:7,profiled
ucr_code,String,1098116,72.98071465694048,66,0.00016234165539294058,3.4098536465379414,4,5,code:5,profiled
offense_type,String,1098117,72.98078111687245,4,9.838912406622572e-6,5.609048355794751,9,20,offen[sc]e:15; type:5,profiled
nibrs_crime,String,259688,17.2588468138444,58,0.00004658716860860192,17.804218227149395,43,25,nibrs:15; crime:10,profiled
nibrs_crime_category,String,259688,17.2588468138444,34,0.000027309719529180435,20.782833913531004,42,33,nibrs:15; crime:10; category:8,profiled
nibrs_crime_against,String,259688,17.2588468138444,6,4.819362269855371e-6,10.114363466663669,28,25,nibrs:15; crime:10,profiled
nibrs_code,String,259689,17.258913273776372,52,0.00004176783988780516,3.0,3,20,nibrs:15; code:5,profiled
nibrs_group,String,259688,17.2588468138444,4,3.2129081799035808e-6,1.0,1,15,nibrs:15,profiled
nibrs_type,String,256180,17.02570537248798,16,0.000012815522160440725,8.38005392130949,14,20,nibrs:15; type:5,profiled
update_date,String,0,0.0,1245998,0.8280894231676664,27.0,27,-100,excluded:date,profiled
x_coordinate,String,4816,0.3200710323752913,409487,0.27301863519685304,15.16994166083275,16,-100,excluded:coordinate,profiled
y_cordinate,String,4816,0.3200710323752913,407123,0.27144247758109147,15.16959829316265,16,0,"",profiled
zip_code,String,6412,0.4261410838019866,276,0.00018421442559138837,4.999997330225716,5,-100,excluded:zip_code,profiled
city,String,6074,0.40367762679558117,215,0.0001434680019645107,6.002882038606906,25,0,"",profiled
state,String,26495,1.7608558975879034,45,0.00003044302722756704,1.998869548922283,2,0,"",profiled
location1,String,4212,0.2799292334644366,253316,0.16882623525946147,55.841977828044044,91,-100,excluded:location,profiled
source_file,String,0,0.0,1,6.645993197161363e-7,100.0,100,-100,excluded:source_file,profiled
source_row_hash,String,0,0.0,1504666,1.0,64.0,64,0,"",profiled
source_system,String,0,0.0,1,6.645993197161363e-7,6.0,6,0,"",profiled
ingested_at,"Datetime(time_unit='ns', time_zone=None)",0,0.0,2,1.3291986394322726e-6,,,-100,excluded:ingest,profiled
rescued_data,String,1504666,100.0,1,,,,0,"",profiled
source_file_2,String,0,0.0,3,1.993797959148409e-6,149.0,149,-100,excluded:source_file,profiled
occurrence_timestamp,"Datetime(time_unit='ns', time_zone=None)",0,0.0,675549,0.4489694058349162,,,-100,excluded:time; excluded:timestamp,profiled
source_city,String,0,0.0,1,6.645993197161363e-7,6.0,6,-100,ingestion_metadata,profiled
source_file_uri,String,0,0.0,51,0.00003389456530552295,162.0002292867653,163,-100,ingestion_metadata,profiled
ingestion_run_id,String,0,0.0,1,6.645993197161363e-7,36.0,36,-100,ingestion_metadata,profiled
ingested_at_utc,"Datetime(time_unit='us', time_zone='UTC')",0,0.0,1,6.645993197161363e-7,,,-100,ingestion_metadata,profiled
snapshot_id,String,0,0.0,1,6.645993197161363e-7,36.0,36,-100,ingestion_metadata,profiled
occurrence_year,Int64,0,0.0,51,0.00003389456530552295,,,-100,ingestion_metadata,profiled
