column,dtype,null_count,null_pct,n_unique,uniqueness_ratio,avg_string_length,max_string_length,taxonomy_name_score,taxonomy_name_reasons,profile_status,accepted,rejection_reason,explicit_override,selected_for_combination
report_summary_offense_description,String,160444,100.0,1,,,,37,offen[sc]e:15; description:8; _desc:7; descr:7,profiled,true,,false,true
report_primary_offense_description,String,0,0.0,232,0.0014459873850066066,17.030752162748374,46,37,offen[sc]e:15; description:8; _desc:7; descr:7,profiled,true,,false,true
report_summary_offense_code,String,0,0.0,69,0.00043005659295455113,8.0,8,20,offen[sc]e:15; code:5,profiled,true,,false,true
report_primary_offense_code,String,0,0.0,234,0.001458452793498043,6.0,6,20,offen[sc]e:15; code:5,profiled,true,,false,true
event_type,String,0,0.0,1,6.232704245718132e-6,15.0,15,5,type:5,profiled,true,,false,true
